,編號,案類,發生日期,發生時段,發生地點,tokenizer,time_zone
520,521,住宅竊盜,1041003,10~12,臺北市萬華區環河南路2段130巷,['臺  北市  萬華區環  河南  路  2  段  130  巷'],morning
523,524,住宅竊盜,1041005,08~10,臺北市松山區民生東路5段137巷4弄1~30號,['臺  北市  松山  區  民生  東路  5  段  137  巷  4  弄  1  ~  30  號'],morning
525,526,住宅竊盜,1041006,08~10,臺北市萬華區西園路2段320巷36弄1~30號,['臺  北市  萬華區  西園  路  2  段  320  巷  36  弄  1  ~  30  號'],morning
535,536,住宅竊盜,1041013,08~10,臺北市松山區撫遠街403巷1~30號,['臺  北市  松山  區撫  遠街  403  巷  1  ~  30  號'],morning
536,537,住宅竊盜,1041013,08~10,臺北市文山區樟腳里9鄰恆光街30巷1~30號,['臺  北市  文山  區樟腳  里  9  鄰恆光  街  30  巷  1  ~  30  號'],morning
539,540,住宅竊盜,1041018,06~08,臺北市中正區忠勤里汀州路1段92巷1~30號,['臺  北市  中正  區忠勤  里  汀州  路  1  段  92  巷  1  ~  30  號'],morning
540,541,住宅竊盜,1041018,06~08,臺北市萬華區富福里大理街1~30號,['臺  北市  萬華區  富福里  大理  街  1  ~  30  號'],morning
544,545,住宅竊盜,1041020,08~10,臺北市萬華區中華路2段416巷61~90號,['臺  北市  萬華區  中華路  2  段  416  巷  61  ~  90  號'],morning
545,546,住宅竊盜,1041020,08~10,臺北市大同區延平里安西街91巷1~30號,['臺  北市  大同  區  延平  里安  西街  91  巷  1  ~  30  號'],morning
547,548,住宅竊盜,1041021,08~10,臺北市信義區三犁里03鄰松仁路253巷01弄1~30號,['臺  北市  信義區  三犁里  03  鄰  松仁  路  253  巷  01  弄  1  ~  30  號'],morning
550,551,住宅竊盜,1041023,08~10,臺北市松山區南京東路5段291巷5弄1~30號,['臺  北市  松山  區  南京  東路  5  段  291  巷  5  弄  1  ~  30  號'],morning
559,560,住宅竊盜,1041024,08~10,臺北市中正區南門里博愛路230巷1~30號,['臺  北市  中正  區南門  里  博愛路  230  巷  1  ~  30  號'],morning
560,561,住宅竊盜,1041026,10~12,臺北市南港區聯成里忠孝東路6段278巷22弄1~30號,['臺  北市  南港  區聯成  里  忠孝  東路  6  段  278  巷  22  弄  1  ~  30  號'],morning
565,566,住宅竊盜,1041029,06~08,臺北市松山區民生東路5段69巷1弄31~60號,['臺  北市  松山  區  民生  東路  5  段  69  巷  1  弄  31  ~  60  號'],morning
566,567,住宅竊盜,1041030,10~12,臺北市內湖區民權東路6段481~510號,['臺  北市  內  湖區民權  東路  6  段  481  ~  510  號'],morning
570,571,住宅竊盜,1041101,08~10,臺北市信義區和平東路3段631巷1~30號,['臺  北市  信義區  和平  東路  3  段  631  巷  1  ~  30  號'],morning
580,581,住宅竊盜,1041111,10~12,臺北市中山區南京東路3段48巷31~60號,['臺  北市  中山  區  南京  東路  3  段  48  巷  31  ~  60  號'],morning
584,585,住宅竊盜,1041113,10~12,臺北市內湖區康寧路3段165巷25弄1~30號,['臺  北市  內  湖區  康寧路  3  段  165  巷  25  弄  1  ~  30  號'],morning
589,590,住宅竊盜,1041116,08~10,臺北市大安區龍泉里雲和街91~120號,['臺  北市  大安  區龍泉  里  雲  和  街  91  ~  120  號'],morning
601,602,住宅竊盜,1041123,08~10,臺北市內湖區麗山街393巷1~30號,['臺  北市  內  湖區麗山  街  393  巷  1  ~  30  號'],morning
603,604,住宅竊盜,1041124,06~08,臺北市士林區東山里德行東路393巷1~30號,['臺  北市  士林  區東  山里  德行  東路  393  巷  1  ~  30  號'],morning
607,608,住宅竊盜,1041128,10~12,臺北市內湖區民權東路6段180巷55弄1~30號,['臺  北市  內  湖區民權  東路  6  段  180  巷  55  弄  1  ~  30  號'],morning
609,610,住宅竊盜,1041129,10~12,臺北市松山區南京東路4段52巷1~30號,['臺  北市  松山  區  南京  東路  4  段  52  巷  1  ~  30  號'],morning
612,613,住宅竊盜,1041130,10~12,臺北市文山區興得里興隆路3段112巷4弄1~30號,['臺  北市  文山  區興得  里  興隆路  3  段  112  巷  4  弄  1  ~  30  號'],morning
614,615,住宅竊盜,1041201,08~10,臺北市大同區揚雅里昌吉街61巷1~30號,['臺  北市  大同  區揚雅里  昌吉  街  61  巷  1  ~  30  號'],morning
616,617,住宅竊盜,1041202,08~10,臺北市中山區雙城街28巷1~30號,['臺  北市  中山  區雙  城街  28  巷  1  ~  30  號'],morning
618,619,住宅竊盜,1041203,06~08,臺北市北投區榮光里石牌路1段166巷61~90號,['臺  北  市北  投區  榮光里  石牌路  1  段  166  巷  61  ~  90  號'],morning
619,620,住宅竊盜,1041203,10~12,臺北市北投區湖山里湖底路1~30號,['臺  北  市北  投區  湖  山里  湖底  路  1  ~  30  號'],morning
621,622,住宅竊盜,1041204,10~12,臺北市大安區光信里仁愛路4段301~330號,['臺  北市  大安  區光  信里  仁愛路  4  段  301  ~  330  號'],morning
622,623,住宅竊盜,1041204,10~12,臺北市松山區南京東路5段361~390號,['臺  北市  松山  區  南京  東路  5  段  361  ~  390  號'],morning
624,625,住宅竊盜,1041206,08~10,臺北市士林區福順里4鄰重慶北路4段61~90號,['臺  北市  士林  區福  順里  4  鄰  重慶  北路  4  段  61  ~  90  號'],morning
628,629,住宅竊盜,1041208,08~10,臺北市大安區古風里泰順街1~30號,['臺  北市  大安  區古風里  泰順街  1  ~  30  號'],morning
630,631,住宅竊盜,1041209,08~10,臺北市中正區林興里羅斯福路3段121~150號,['臺  北市  中正  區林  興里羅斯福路  3  段  121  ~  150  號'],morning
633,634,住宅竊盜,1041211,08~10,臺北市大安區昌隆里忠孝東路3段211~240號,['臺  北市  大安  區昌隆里  忠孝  東路  3  段  211  ~  240  號'],morning
637,638,住宅竊盜,1041212,10~12,臺北市士林區社子里社正路45巷29弄1~30號,['臺  北市  士林  區  社子  里社  正路  45  巷  29  弄  1  ~  30  號'],morning
638,639,住宅竊盜,1041212,10~12,臺北市松山區八德路3段12巷53弄1~30號,['臺  北市  松山  區  八德  路  3  段  12  巷  53  弄  1  ~  30  號'],morning
642,643,住宅竊盜,1041215,06~08,臺北市中山區民權東路2段113巷1弄1~30號,['臺  北市  中山  區民權  東路  2  段  113  巷  1  弄  1  ~  30  號'],morning
647,648,住宅竊盜,1041219,08~10,臺北市中山區林森北路119巷1~30號,['臺  北市  中山  區  林森北路  119  巷  1  ~  30  號'],morning
650,651,住宅竊盜,1041220,10~12,臺北市北投區立農里立農街1段22巷2弄1~30號,['臺  北  市北  投區立  農里立  農街  1  段  22  巷  2  弄  1  ~  30  號'],morning
655,656,住宅竊盜,1041221,10~12,臺北市中正區網溪里同安街86巷1~30號,['臺  北市  中正  區網  溪里  同安  街  86  巷  1  ~  30  號'],morning
658,659,住宅竊盜,1041222,06~08,臺北市信義區中興里信義路4段361~390號,['臺  北市  信義區  中興里  信義路  4  段  361  ~  390  號'],morning
659,660,住宅竊盜,1041222,08~10,臺北市萬華區富民路91~120號,['臺  北市  萬華區  富民路  91  ~  120  號'],morning
660,661,住宅竊盜,1041222,08~10,臺北市萬華區富民路91~120號,['臺  北市  萬華區  富民路  91  ~  120  號'],morning
661,662,住宅竊盜,1041222,08~10,臺北市萬華區富民路91~120號,['臺  北市  萬華區  富民路  91  ~  120  號'],morning
662,663,住宅竊盜,1041222,10~12,臺北市萬華區富民路91~120號,['臺  北市  萬華區  富民路  91  ~  120  號'],morning
663,664,住宅竊盜,1041222,10~12,臺北市萬華區富民路91~120號,['臺  北市  萬華區  富民路  91  ~  120  號'],morning
667,668,住宅竊盜,1041223,06~08,臺北市萬華區長泰街1~30號,['臺  北市  萬華區  長  泰街  1  ~  30  號'],morning
671,672,住宅竊盜,1041224,10~12,臺北市北投區立賢里尊賢街241~270號,['臺  北  市北  投區  立賢里  尊賢街  241  ~  270  號'],morning
677,678,住宅竊盜,1041226,10~12,臺北市松山區塔悠路1~30號,['臺  北市  松山  區塔  悠路  1  ~  30  號'],morning
678,679,住宅竊盜,1041228,06~08,臺北市內湖區麗山街348巷10弄1~30號,['臺  北市  內  湖區麗山  街  348  巷  10  弄  1  ~  30  號'],morning
685,686,住宅竊盜,1041230,06~08,臺北市萬華區梧州街46巷10弄1~30號,['臺  北市  萬華區  梧州  街  46  巷  10  弄  1  ~  30  號'],morning
699,700,住宅竊盜,1050104,06~08,臺北市內湖區康樂街136巷29弄31~60號,['臺  北市  內  湖區  康樂街  136  巷  29  弄  31  ~  60  號'],morning
710,711,住宅竊盜,1050110,06~08,臺北市北投區奇岩里公館路85巷2弄1~30號,['臺  北  市北  投區  奇岩  里  公館  路  85  巷  2  弄  1  ~  30  號'],morning
711,712,住宅竊盜,1050110,06~08,臺北市文山區萬盛里萬盛街91~120號,['臺  北市  文山  區萬盛里  萬盛街  91  ~  120  號'],morning
717,718,住宅竊盜,1050112,06~08,臺北市士林區天和里天母東路91巷1~30號,['臺  北市  士林  區天  和  里  天母  東路  91  巷  1  ~  30  號'],morning
720,721,住宅竊盜,1050113,10~12,臺北市大同區至聖里民族西路187巷31~60號,['臺  北市  大同  區至  聖里  民族西路  187  巷  31  ~  60  號'],morning
724,725,住宅竊盜,1050115,08~10,臺北市南港區合成里忠孝東路6段61~90號,['臺  北市  南港  區  合成  里  忠孝  東路  6  段  61  ~  90  號'],morning
726,727,住宅竊盜,1050116,10~12,臺北市內湖區金湖路331~360號,['臺  北市  內  湖區  金湖路  331  ~  360  號'],morning
732,733,住宅竊盜,1050120,08~10,臺北市萬華區莒光路271~300號,['臺  北市  萬華區  莒光  路  271  ~  300  號'],morning
733,734,住宅竊盜,1050120,10~12,臺北市大安區義安里敦化南路2段81巷31~60號,['臺  北市  大安  區義安里  敦化南路  2  段  81  巷  31  ~  60  號'],morning
737,738,住宅竊盜,1050123,08~10,臺北市信義區雙和里吳興街284巷24弄61~90號,['臺  北市  信義區  雙和里  吳興街  284  巷  24  弄  61  ~  90  號'],morning
740,741,住宅竊盜,1050125,08~10,臺北市內湖區安康路434巷20弄1~30號,['臺  北市  內  湖區  安康路  434  巷  20  弄  1  ~  30  號'],morning
741,742,住宅竊盜,1050125,10~12,臺北市北投區中庸里雙全街62巷1~30號,['臺  北  市北  投區  中庸  里  雙全  街  62  巷  1  ~  30  號'],morning
742,743,住宅竊盜,1050125,10~12,臺北市中正區黎明里重慶南路1段1~30號,['臺  北市  中正  區  黎明  里  重慶  南路  1  段  1  ~  30  號'],morning
743,744,住宅竊盜,1050125,10~12,臺北市大安區黎和里和平東路3段416巷25弄1~30號,['臺  北市  大安  區黎  和  里  和平  東路  3  段  416  巷  25  弄  1  ~  30  號'],morning
744,745,住宅竊盜,1050126,08~10,臺北市士林區百齡里8鄰福港街259巷31~60號,['臺  北市  士林  區百齡  里  8  鄰福港  街  259  巷  31  ~  60  號'],morning
746,747,住宅竊盜,1050127,08~10,臺北市內湖區康樂街136巷29弄1~30號,['臺  北市  內  湖區  康樂街  136  巷  29  弄  1  ~  30  號'],morning
751,752,住宅竊盜,1050129,06~08,臺北市內湖區新明路380巷6弄1~30號,['臺  北市  內  湖區  新明路  380  巷  6  弄  1  ~  30  號'],morning
757,758,住宅竊盜,1050131,10~12,臺北市中山區民權東路3段61~90號,['臺  北市  中山  區民權  東路  3  段  61  ~  90  號'],morning
761,762,住宅竊盜,1050203,08~10,臺北市中山區新生北路3段87巷1~30號,['臺  北市  中山  區  新生北路  3  段  87  巷  1  ~  30  號'],morning
762,763,住宅竊盜,1050203,10~12,臺北市松山區南京東路5段389巷11弄1~30號,['臺  北市  松山  區  南京  東路  5  段  389  巷  11  弄  1  ~  30  號'],morning
765,766,住宅竊盜,1050205,08~10,臺北市中山區新生北路2段127巷31~60號,['臺  北市  中山  區  新生北路  2  段  127  巷  31  ~  60  號'],morning
767,768,住宅竊盜,1050207,08~10,臺北市中山區中山北路1段33巷1~30號,['臺  北市  中山  區  中山北路  1  段  33  巷  1  ~  30  號'],morning
770,771,住宅竊盜,1050209,10~12,臺北市內湖區成功路2段250巷1~30號,['臺  北市  內  湖區  成功  路  2  段  250  巷  1  ~  30  號'],morning
772,773,住宅竊盜,1050210,06~08,臺北市萬華區大理街160巷23弄1~30號,['臺  北市  萬華區  大理  街  160  巷  23  弄  1  ~  30  號'],morning
773,774,住宅竊盜,1050210,08~10,臺北市松山區精忠里民生東路4段55巷1~30號,['臺  北市  松山  區  精忠  里  民生  東路  4  段  55  巷  1  ~  30  號'],morning
776,777,住宅竊盜,1050211,10~12,臺北市中山區民生東路2段147巷5弄1~30號,['臺  北市  中山  區  民生  東路  2  段  147  巷  5  弄  1  ~  30  號'],morning
790,791,住宅竊盜,1050220,08~10,臺北市內湖區港富里18鄰內湖路1段737巷95~2號,['臺  北市  內  湖區  港富里  18  鄰內  湖路  1  段  737  巷  95  ~  2  號'],morning
792,793,住宅竊盜,1050221,08~10,臺北市萬華區萬大路277巷31~60號,['臺  北市  萬華區  萬  大路  277  巷  31  ~  60  號'],morning
793,794,住宅竊盜,1050222,10~12,臺北市萬華區萬大路486巷37弄1~30號,['臺  北市  萬華區  萬  大路  486  巷  37  弄  1  ~  30  號'],morning
794,795,住宅竊盜,1050223,06~08,臺北市中正區愛國里9鄰延平南路258巷1~30號,['臺  北市  中正  區愛國里  9  鄰  延平南路  258  巷  1  ~  30  號'],morning
798,799,住宅竊盜,1050225,10~12,臺北市文山區辛亥路6段31~60號,['臺  北市  文山  區  辛亥  路  6  段  31  ~  60  號'],morning
799,800,住宅竊盜,1050226,08~10,臺北市中正區文盛里羅斯福路3段316巷9弄1~30號,['臺  北市  中正  區文  盛里羅斯福路  3  段  316  巷  9  弄  1  ~  30  號'],morning
800,801,住宅竊盜,1050226,10~12,臺北市大安區正聲里仁愛路4段391~420號,['臺  北市  大安  區正聲  里  仁愛路  4  段  391  ~  420  號'],morning
805,806,住宅竊盜,1050301,10~12,臺北市松山區東新街54巷1~30號,['臺  北市  松山  區東  新街  54  巷  1  ~  30  號'],morning
808,809,住宅竊盜,1050303,08~10,臺北市北投區吉慶里承德路7段164巷1~30號,['臺  北  市北  投區  吉慶里  承德路  7  段  164  巷  1  ~  30  號'],morning
809,810,住宅竊盜,1050304,08~10,臺北市中山區民族東路31~60號,['臺  北市  中山  區  民族  東路  31  ~  60  號'],morning
813,814,住宅竊盜,1050306,10~12,臺北市中山區龍江路295巷1~30號,['臺  北市  中山  區龍江路  295  巷  1  ~  30  號'],morning
817,818,住宅竊盜,1050308,10~12,臺北市中正區南福里羅斯福路1段90巷1~30號,['臺  北市  中正  區南  福里羅斯福路  1  段  90  巷  1  ~  30  號'],morning
824,825,住宅竊盜,1050313,06~08,臺北市松山區南京東路5段251巷22弄31~60號,['臺  北市  松山  區  南京  東路  5  段  251  巷  22  弄  31  ~  60  號'],morning
831,832,住宅竊盜,1050316,08~10,臺北市士林區永福里莊頂路91~120號,['臺  北市  士林  區  永福  里  莊頂  路  91  ~  120  號'],morning
833,834,住宅竊盜,1050317,08~10,臺北市中正區南福里羅斯福路2段8巷14弄1~30號,['臺  北市  中正  區南  福里羅斯福路  2  段  8  巷  14  弄  1  ~  30  號'],morning
835,836,住宅竊盜,1050318,08~10,臺北市大安區群賢里和平東路2段301~330號,['臺  北市  大安  區群賢里  和平  東路  2  段  301  ~  330  號'],morning
839,840,住宅竊盜,1050321,10~12,臺北市士林區天母里天母北路87巷2弄1~30號,['臺  北市  士林  區  天母  里  天母  北路  87  巷  2  弄  1  ~  30  號'],morning
848,849,住宅竊盜,1050330,10~12,臺北市內湖區文德路22巷16弄1~30號,['臺  北市  內  湖區  文德路  22  巷  16  弄  1  ~  30  號'],morning
857,858,住宅竊盜,1050404,08~10,臺北市北投區中央里中央南路1段102巷1~30號,['臺  北  市北  投區  中央  里  中央  南路  1  段  102  巷  1  ~  30  號'],morning
861,862,住宅竊盜,1050407,08~10,臺北市文山區興旺里10鄰福興路4巷7弄1~30號,['臺  北市  文山  區興旺里  10  鄰福興路  4  巷  7  弄  1  ~  30  號'],morning
862,863,住宅竊盜,1050407,10~12,臺北市中正區南門里延平南路181~210號,['臺  北市  中正  區南門  里  延平南路  181  ~  210  號'],morning
875,876,住宅竊盜,1050414,08~10,臺北市文山區興業里興隆路2段181~210號,['臺  北市  文山  區興業  里  興隆路  2  段  181  ~  210  號'],morning
877,878,住宅竊盜,1050415,10~12,臺北市大安區光信里光復南路451~480號,['臺  北市  大安  區光  信里光  復  南路  451  ~  480  號'],morning
878,879,住宅竊盜,1050415,10~12,臺北市萬華區中華路2段416巷31~60號,['臺  北市  萬華區  中華路  2  段  416  巷  31  ~  60  號'],morning
879,880,住宅竊盜,1050415,10~12,臺北市大安區古風里師大路31~60號,['臺  北市  大安  區古  風里師  大路  31  ~  60  號'],morning
881,882,住宅竊盜,1050416,08~10,臺北市北投區湖山里紗帽路1~30號,['臺  北  市北  投區  湖  山里  紗帽路  1  ~  30  號'],morning
893,894,住宅竊盜,1050424,06~08,臺北市中正區頂東里晉江街124巷8弄1~30號,['臺  北市  中正  區頂  東里  晉江街  124  巷  8  弄  1  ~  30  號'],morning
894,895,住宅竊盜,1050424,08~10,臺北市南港區百福里福德街339巷5弄1~30號,['臺  北市  南港  區百福里  福德街  339  巷  5  弄  1  ~  30  號'],morning
897,898,住宅竊盜,1050425,10~12,臺北市萬華區環河南路2段271~300號,['臺  北市  萬華區環  河南  路  2  段  271  ~  300  號'],morning
898,899,住宅竊盜,1050425,10~12,臺北市大安區仁愛里大安路1段106巷1~30號,['臺  北市  大安  區仁愛里  大安  路  1  段  106  巷  1  ~  30  號'],morning
902,903,住宅竊盜,1050426,06~08,臺北市萬華區萬大路277巷31~60號,['臺  北市  萬華區  萬  大路  277  巷  31  ~  60  號'],morning
905,906,住宅竊盜,1050427,06~08,臺北市中山區林森北路119巷31~60號,['臺  北市  中山  區  林森北路  119  巷  31  ~  60  號'],morning
906,907,住宅竊盜,1050427,06~08,臺北市中正區水源里羅斯福路4段40巷6弄1~30號,['臺  北市  中正  區  水源  里羅斯福路  4  段  40  巷  6  弄  1  ~  30  號'],morning
907,908,住宅竊盜,1050427,08~10,臺北市內湖區行善路361~390號,['臺  北市  內  湖區  行善  路  361  ~  390  號'],morning
915,916,住宅竊盜,1050502,10~12,臺北市大同區朝陽里南京西路344巷31~60號,['臺  北市  大同  區朝陽里  南京  西路  344  巷  31  ~  60  號'],morning
920,921,住宅竊盜,1050508,06~08,臺北市大同區星明里太原路175巷1~30號,['臺  北市  大同  區星  明里  太原路  175  巷  1  ~  30  號'],morning
921,922,住宅竊盜,1050508,08~10,臺北市內湖區(安泰街31~60號,['臺  北市  內  湖區  (  安泰  街  31  ~  60  號'],morning
929,930,住宅竊盜,1050512,10~12,臺北市文山區忠順里014鄰興隆路4段145巷83弄1~30號,['臺  北市  文山  區忠  順里  014  鄰興  隆路  4  段  145  巷  83  弄  1  ~  30  號'],morning
931,932,住宅竊盜,1050513,08~10,臺北市中山區新生北路2段61~90號,['臺  北市  中山  區  新生北路  2  段  61  ~  90  號'],morning
938,939,住宅竊盜,1050515,10~12,臺北市中山區新生北路2段91~120號,['臺  北市  中山  區  新生北路  2  段  91  ~  120  號'],morning
944,945,住宅竊盜,1050521,06~08,臺北市中山區民權東路2段135巷1~30號,['臺  北市  中山  區民權  東路  2  段  135  巷  1  ~  30  號'],morning
945,946,住宅竊盜,1050522,06~08,臺北市南港區南港里興中路61~90號,['臺  北市  南港  區  南港  里興  中路  61  ~  90  號'],morning
946,947,住宅竊盜,1050522,08~10,臺北市大同區保安里哈密街59巷38弄31~60號,['臺  北市  大同  區  保安  里  哈密  街  59  巷  38  弄  31  ~  60  號'],morning
951,952,住宅竊盜,1050530,10~12,臺北市南港區鴻福里玉成街235巷23弄1~30號,['臺  北市  南港  區鴻福里  玉成  街  235  巷  23  弄  1  ~  30  號'],morning
959,960,住宅竊盜,1050604,10~12,臺北市松山區新中街6巷1~30號,['臺  北市  松山  區  新中街  6  巷  1  ~  30  號'],morning
960,961,住宅竊盜,1050605,08~10,臺北市士林區葫東里葫東街1~30號,['臺  北市  士林  區葫東里  葫東街  1  ~  30  號'],morning
964,965,住宅竊盜,1050606,08~10,臺北市士林區三玉里忠誠路2段76巷1~30號,['臺  北市  士林  區三玉里  忠誠路  2  段  76  巷  1  ~  30  號'],morning
965,966,住宅竊盜,1050606,10~12,臺北市士林區延平北路5段136巷31~60號,['臺  北市  士林  區  延平北路  5  段  136  巷  31  ~  60  號'],morning
967,968,住宅竊盜,1050609,08~10,臺北市內湖區康樂街136巷29弄31~60號,['臺  北市  內  湖區  康樂街  136  巷  29  弄  31  ~  60  號'],morning
971,972,住宅竊盜,1050611,10~12,臺北市中正區忠勤里惠安街31~60號,['臺  北市  中正  區忠勤  里  惠安  街  31  ~  60  號'],morning
979,980,住宅竊盜,1050615,06~08,臺北市大安區龍雲里大安路2段151~180號,['臺  北市  大安  區龍雲里  大安  路  2  段  151  ~  180  號'],morning
980,981,住宅竊盜,1050616,10~12,臺北市文山區博嘉里010鄰和平東路4段361~390號,['臺  北市  文山  區博  嘉里  010  鄰  和平  東路  4  段  361  ~  390  號'],morning
981,982,住宅竊盜,1050617,08~10,臺北市南港區南港里興中路28巷31~60號,['臺  北市  南港  區  南港  里興  中路  28  巷  31  ~  60  號'],morning
982,983,住宅竊盜,1050617,08~10,臺北市南港區中研里研究院路2段2巷12弄1~30號,['臺  北市  南港  區中  研里  研究院  路  2  段  2  巷  12  弄  1  ~  30  號'],morning
984,985,住宅竊盜,1050618,08~10,臺北市士林區福志里與農路49巷1~30號,['臺  北市  士林  區福志里  與  農路  49  巷  1  ~  30  號'],morning
986,987,住宅竊盜,1050619,08~10,臺北市文山區華興里002鄰試院路144巷4弄1~30號,['臺  北市  文山  區華興里  002  鄰試  院路  144  巷  4  弄  1  ~  30  號'],morning
993,994,住宅竊盜,1050623,08~10,臺北市大同區重慶北路3段271~300號,['臺  北市  大同  區重慶  北路  3  段  271  ~  300  號'],morning
994,995,住宅竊盜,1050623,08~10,臺北市士林區天母里中山北路7段190巷91~120號,['臺  北市  士林  區  天母  里  中山北路  7  段  190  巷  91  ~  120  號'],morning
997,998,住宅竊盜,1050625,06~08,臺北市內湖區行善路25巷40弄1~30號,['臺  北市  內  湖區  行善  路  25  巷  40  弄  1  ~  30  號'],morning
998,999,住宅竊盜,1050625,08~10,臺北市士林區聖山里忠誠路1段151~180號,['臺  北市  士林  區聖  山里  忠誠路  1  段  151  ~  180  號'],morning
999,1000,住宅竊盜,1050625,10~12,臺北市大安區敦安里信義路4段181~210號,['臺  北市  大安  區敦安里  信義路  4  段  181  ~  210  號'],morning
1012,1013,住宅竊盜,1050702,08~10,臺北市內湖區(東湖路113巷1~30號,['臺  北市  內  湖區  (  東湖路  113  巷  1  ~  30  號'],morning
1015,1016,住宅竊盜,1050704,10~12,臺北市萬華區長順街91~120號,['臺  北市  萬華區  長  順街  91  ~  120  號'],morning
1016,1017,住宅竊盜,1050704,10~12,臺北市北投區大興街24巷5弄1~30號,['臺  北  市北  投區  大興街  24  巷  5  弄  1  ~  30  號'],morning
1017,1018,住宅竊盜,1050704,10~12,臺北市萬華區長順街,['臺  北市  萬華區  長  順街'],morning
