,編號,案類,發生日期,發生時段,發生地點,tokenizer,time_zone
2059,2060,住宅竊盜,1070509,10~12,臺北市北投區一德里學園路1~30號,['臺  北  市北  投區  一  德里  學園  路  1  ~  30  號'],morning
2066,2067,住宅竊盜,1070513,10~12,臺北市士林區富洲里延平北路8段151~180號,['臺  北市  士林  區富洲  里  延平北路  8  段  151  ~  180  號'],morning
2078,2079,住宅竊盜,1070525,10~12,臺北市中正區三愛里仁愛路2段98巷1~30號,['臺  北市  中正  區三愛里  仁愛路  2  段  98  巷  1  ~  30  號'],morning
2081,2082,住宅竊盜,1070527,08~10,臺北市大安區敦煌里安和路1段127巷29弄1~30號,['臺  北市  大安  區  敦煌  里  安和路  1  段  127  巷  29  弄  1  ~  30  號'],morning
2083,2084,住宅竊盜,1070528,10~12,臺北市中山區新生北路3段61~90號,['臺  北市  中山  區  新生北路  3  段  61  ~  90  號'],morning
2084,2085,住宅竊盜,1070529,08~10,臺北市信義區三犁里信義路5段150巷1~30號,['臺  北市  信義區  三犁里  信義路  5  段  150  巷  1  ~  30  號'],morning
2086,2087,住宅竊盜,1070603,06~08,臺北市北投區吉利里致遠二路95巷31~60號,['臺  北  市北  投區  吉利  里  致遠  二路  95  巷  31  ~  60  號'],morning
2089,2090,住宅竊盜,1070606,10~12,臺北市北投區關渡里知行路3巷1~30號,['臺  北  市北  投區  關渡  里  知  行路  3  巷  1  ~  30  號'],morning
2098,2099,住宅竊盜,1070614,10~12,臺北市北投區福興里致遠一路2段71巷1~30號,['臺  北  市北  投區  福興里  致遠  一路  2  段  71  巷  1  ~  30  號'],morning
2104,2105,住宅竊盜,1070619,10~12,臺北市士林區承德里承德路4段58巷31~60號,['臺  北市  士林  區  承德  里  承德路  4  段  58  巷  31  ~  60  號'],morning
2108,2109,住宅竊盜,1070622,06~08,臺北市中正區幸市里新生南路1段60巷1~30號,['臺  北市  中正  區幸  市里  新生南路  1  段  60  巷  1  ~  30  號'],morning
2115,2116,住宅竊盜,1070626,10~12,臺北市士林區福順里12鄰延平北路5段136巷8弄1~30號,['臺  北市  士林  區福  順里  12  鄰  延平北路  5  段  136  巷  8  弄  1  ~  30  號'],morning
2116,2117,住宅竊盜,1070626,10~12,臺北市信義區忠孝東路5段1~30號,['臺  北市  信義區  忠孝  東路  5  段  1  ~  30  號'],morning
2118,2119,住宅竊盜,1070627,08~10,臺北市大安區龍坡里2鄰溫州街11巷1~30號,['臺  北市  大安  區龍坡  里  2  鄰溫州  街  11  巷  1  ~  30  號'],morning
2121,2122,住宅竊盜,1070628,06~08,臺北市大安區錦華里杭州南路2段93巷1~30號,['臺  北市  大安  區錦華里  杭州  南路  2  段  93  巷  1  ~  30  號'],morning
2125,2126,住宅竊盜,1070630,08~10,臺北市松山區南京東路4段133巷7弄31~60號,['臺  北市  松山  區  南京  東路  4  段  133  巷  7  弄  31  ~  60  號'],morning
2128,2129,住宅竊盜,1070701,10~12,臺北市萬華區和平西路3段301~330號,['臺  北市  萬華區  和平西路  3  段  301  ~  330  號'],morning
2131,2132,住宅竊盜,1070703,06~08,臺北市大安區臨江里通化街39巷50弄31~60號,['臺  北市  大安  區臨  江里  通化街  39  巷  50  弄  31  ~  60  號'],morning
2135,2136,住宅竊盜,1070708,08~10,臺北市文山區華興里006鄰試院路4巷1~30號,['臺  北市  文山  區華興里  006  鄰試  院路  4  巷  1  ~  30  號'],morning
2138,2139,住宅竊盜,1070711,08~10,臺北市南港區新光里昆陽街151~180號,['臺  北市  南港  區  新光  里  昆陽街  151  ~  180  號'],morning
2140,2141,住宅竊盜,1070712,08~10,臺北市信義區大仁里福德街91~120號,['臺  北市  信義區  大仁里  福德街  91  ~  120  號'],morning
2143,2144,住宅竊盜,1070716,08~10,臺北市松山區三民路107巷31~60號,['臺  北市  松山  區  三民路  107  巷  31  ~  60  號'],morning
2145,2146,住宅竊盜,1070717,08~10,臺北市北投區榮華里榮華二路39巷1~30號,['臺  北  市北  投區  榮華里  榮華  二路  39  巷  1  ~  30  號'],morning
2146,2147,住宅竊盜,1070717,10~12,臺北市中正區富水里思源街1~30號,['臺  北市  中正  區  富水  里  思源  街  1  ~  30  號'],morning
2147,2148,住宅竊盜,1070718,10~12,臺北市信義區安康里虎林街212巷31~60號,['臺  北市  信義區  安康  里  虎林  街  212  巷  31  ~  60  號'],morning
2153,2154,住宅竊盜,1070722,10~12,臺北市中山區復興北路151~180號,['臺  北市  中山  區  復  興  北路  151  ~  180  號'],morning
2156,2157,住宅竊盜,1070726,06~08,臺北市中山區中山北路2段62巷1~30號,['臺  北市  中山  區  中山北路  2  段  62  巷  1  ~  30  號'],morning
2159,2160,住宅竊盜,1070728,10~12,臺北市內湖區內湖路2段103巷61~90號,['臺  北市  內  湖區  內  湖路  2  段  103  巷  61  ~  90  號'],morning
2163,2164,住宅竊盜,1070731,10~12,臺北市中正區南福里羅斯福路2段31~60號,['臺  北市  中正  區南  福里羅斯福路  2  段  31  ~  60  號'],morning
2172,2173,住宅竊盜,1070805,06~08,臺北市松山區南京東路3段256巷20弄1~30號,['臺  北市  松山  區  南京  東路  3  段  256  巷  20  弄  1  ~  30  號'],morning
2175,2176,住宅竊盜,1070808,08~10,臺北市大安區正聲里光復南路240巷31~60號,['臺  北市  大安  區正聲  里  光  復  南路  240  巷  31  ~  60  號'],morning
2177,2178,住宅竊盜,1070809,06~08,臺北市大安區法治里通化街181巷1~30號,['臺  北市  大安  區  法治  里  通化街  181  巷  1  ~  30  號'],morning
2178,2179,住宅竊盜,1070810,08~10,臺北市中山區民族東路512巷1~30號,['臺  北市  中山  區  民族  東路  512  巷  1  ~  30  號'],morning
2179,2180,住宅竊盜,1070811,08~10,臺北市北投區一德里中央北路4段301~330號,['臺  北  市北  投區  一  德里  中央  北路  4  段  301  ~  330  號'],morning
2188,2189,住宅竊盜,1070816,10~12,臺北市中山區錦州街31~60號,['臺  北市  中山  區錦州  街  31  ~  60  號'],morning
2190,2191,住宅竊盜,1070817,10~12,臺北市中山區農安街77巷1~30號,['臺  北市  中山  區農安街  77  巷  1  ~  30  號'],morning
2196,2197,住宅竊盜,1070822,06~08,臺北市北投區永和里行義路186巷26弄1~30號,['臺  北  市北  投區  永和  里  行義路  186  巷  26  弄  1  ~  30  號'],morning
2197,2198,住宅竊盜,1070823,06~08,臺北市萬華區萬大路481~510號,['臺  北市  萬華區  萬  大路  481  ~  510  號'],morning
2200,2201,住宅竊盜,1070826,10~12,臺北市松山區京東路5段291巷1~30號,['臺  北市  松山  區京  東路  5  段  291  巷  1  ~  30  號'],morning
2201,2202,住宅竊盜,1070828,08~10,臺北市大同區承德路3段191巷1~30號,['臺  北市  大同  區  承德路  3  段  191  巷  1  ~  30  號'],morning
2206,2207,住宅竊盜,1070830,06~08,臺北市大安區龍淵里和平東路2段96巷1~30號,['臺  北市  大安  區龍淵里  和平  東路  2  段  96  巷  1  ~  30  號'],morning
2209,2210,住宅竊盜,1070831,08~10,臺北市萬華區凌霄里6鄰國興路1~30號,['臺  北市  萬華區  凌霄里  6  鄰國  興路  1  ~  30  號'],morning
2212,2213,住宅竊盜,1070902,10~12,臺北市北投區開明里義方街1~30號,['臺  北  市北  投區  開  明里  義方街  1  ~  30  號'],morning
2228,2229,住宅竊盜,1070907,10~12,臺北市大安區義安里文昌街91~120號,['臺  北市  大安  區義安里  文昌街  91  ~  120  號'],morning
2230,2231,住宅竊盜,1070908,06~08,臺北市文山區萬興里013鄰指南路2段45巷1~30號,['臺  北市  文山  區萬興里  013  鄰  指南  路  2  段  45  巷  1  ~  30  號'],morning
2231,2232,住宅竊盜,1070910,10~12,臺北市中山區吉林路343巷1~30號,['臺  北市  中山  區  吉林路  343  巷  1  ~  30  號'],morning
2234,2235,住宅竊盜,1070912,06~08,臺北市中正區富水里永春街200巷3弄1~30號,['臺  北市  中正  區  富水  里  永春  街  200  巷  3  弄  1  ~  30  號'],morning
2235,2236,住宅竊盜,1070912,06~08,臺北市萬華區開封街2段1~30號,['臺  北市  萬華區  開封街  2  段  1  ~  30  號'],morning
2241,2242,住宅竊盜,1070917,06~08,臺北市大同區太原路91~120號,['臺  北市  大同  區  太原路  91  ~  120  號'],morning
2244,2245,住宅竊盜,1070919,10~12,臺北市士林區福林里中山北路5段505巷42弄1~30號,['臺  北市  士林  區福  林里  中山北路  5  段  505  巷  42  弄  1  ~  30  號'],morning
2249,2250,住宅竊盜,1070929,06~08,臺北市中山區民生東路1段1~30號,['臺  北市  中山  區  民生  東路  1  段  1  ~  30  號'],morning
2254,2255,住宅竊盜,1071003,06~08,臺北市信義區安康里虎林街212巷31~60號,['臺  北市  信義區  安康  里  虎林  街  212  巷  31  ~  60  號'],morning
2255,2256,住宅竊盜,1071003,08~10,臺北市大同區斯文里昌吉街33巷1~30號,['臺  北市  大同  區  斯文  里  昌吉  街  33  巷  1  ~  30  號'],morning
2256,2257,住宅竊盜,1071003,08~10,臺北市萬華區西寧南路71巷1~30號,['臺  北市  萬華區  西寧  南路  71  巷  1  ~  30  號'],morning
2258,2259,住宅竊盜,1071004,10~12,臺北市文山區萬興里009鄰指南路2段61~90號,['臺  北市  文山  區萬興里  009  鄰  指南  路  2  段  61  ~  90  號'],morning
2261,2262,住宅竊盜,1071005,10~12,臺北市北投區福興里承德路7段342巷1~30號,['臺  北  市北  投區  福興里  承德路  7  段  342  巷  1  ~  30  號'],morning
2266,2267,住宅竊盜,1071006,10~12,臺北市內湖區碧山路31~60號,['臺  北市  內  湖區  碧  山路  31  ~  60  號'],morning
2270,2271,住宅竊盜,1071008,06~08,臺北市北投區洲美里洲美街139巷1~30號,['臺  北  市北  投區洲  美里洲  美街  139  巷  1  ~  30  號'],morning
2276,2277,住宅竊盜,1071013,10~12,臺北市中山區林森北路481~510號,['臺  北市  中山  區  林森北路  481  ~  510  號'],morning
2277,2278,住宅竊盜,1071013,10~12,臺北市中正區網溪里廈門街99巷1~30號,['臺  北市  中正  區網  溪里  廈門  街  99  巷  1  ~  30  號'],morning
2293,2294,住宅竊盜,1071022,06~08,臺北市北投區立賢里尊賢街241巷1~30號,['臺  北  市北  投區  立賢里  尊賢街  241  巷  1  ~  30  號'],morning
2296,2297,住宅竊盜,1071024,06~08,臺北市大安區光武里市民大道4段61~90號,['臺  北市  大安  區光  武里  市民  大道  4  段  61  ~  90  號'],morning
2300,2301,住宅竊盜,1071027,10~12,臺北市中山區林森北路85巷61~90號,['臺  北市  中山  區  林森北路  85  巷  61  ~  90  號'],morning
2307,2308,住宅竊盜,1071101,06~08,臺北市中山區林森北路241~270號,['臺  北市  中山  區  林森北路  241  ~  270  號'],morning
2311,2312,住宅竊盜,1071105,08~10,臺北市萬華區和平西路3段211~240號,['臺  北市  萬華區  和平西路  3  段  211  ~  240  號'],morning
2314,2315,住宅竊盜,1071106,10~12,臺北市北投區一德里中央北路4段511~540號,['臺  北  市北  投區  一  德里  中央  北路  4  段  511  ~  540  號'],morning
2317,2318,住宅竊盜,1071109,06~08,臺北市中山區中山北路2段65巷1~30號,['臺  北市  中山  區  中山北路  2  段  65  巷  1  ~  30  號'],morning
2319,2320,住宅竊盜,1071110,06~08,臺北市北投區榮光里致遠一路2段61~90號,['臺  北  市北  投區  榮光里  致遠  一路  2  段  61  ~  90  號'],morning
2322,2323,住宅竊盜,1071111,08~10,臺北市內湖區民權東路6段56巷5弄1~30號,['臺  北市  內  湖區民權  東路  6  段  56  巷  5  弄  1  ~  30  號'],morning
2326,2327,住宅竊盜,1071115,10~12,臺北市中山區雙城街17巷1~30號,['臺  北市  中山  區雙  城街  17  巷  1  ~  30  號'],morning
2333,2334,住宅竊盜,1071119,06~08,臺北市大安區通化里光復南路601~630號,['臺  北市  大安  區  通化  里光  復  南路  601  ~  630  號'],morning
2343,2344,住宅竊盜,1071125,06~08,臺北市萬華區環河南路3段241~270號,['臺  北市  萬華區環  河南  路  3  段  241  ~  270  號'],morning
2345,2346,住宅竊盜,1071126,08~10,臺北市士林區岩山里仰德大道1段14巷1~30號,['臺  北市  士林  區岩  山里  仰德大道  1  段  14  巷  1  ~  30  號'],morning
2347,2348,住宅竊盜,1071127,10~12,臺北市萬華區綠堤里3鄰雙園街106巷1~30號,['臺  北市  萬華區  綠堤  里  3  鄰雙園  街  106  巷  1  ~  30  號'],morning
2348,2349,住宅竊盜,1071128,10~12,臺北市大安區和安里6鄰信義路3段147巷5弄1~30號,['臺  北市  大安  區和安里  6  鄰信義路  3  段  147  巷  5  弄  1  ~  30  號'],morning
2349,2350,住宅竊盜,1071128,10~12,臺北市內湖區湖濱里6鄰內湖路2段103巷119弄31~60號,['臺  北市  內  湖區  湖濱里  6  鄰內  湖路  2  段  103  巷  119  弄  31  ~  60  號'],morning
2352,2353,住宅竊盜,1071129,10~12,臺北市南港區萬福里忠孝東路6段70巷22弄1~30號,['臺  北市  南港  區萬福里  忠孝  東路  6  段  70  巷  22  弄  1  ~  30  號'],morning
2358,2359,住宅竊盜,1071203,06~08,臺北市大安區黎元里2鄰樂業街151~180號,['臺  北市  大安  區黎元里  2  鄰樂業  街  151  ~  180  號'],morning
2365,2366,住宅竊盜,1071205,10~12,臺北市大安區建安里忠孝東路4段181巷40弄1~30號,['臺  北市  大安  區  建安  里  忠孝  東路  4  段  181  巷  40  弄  1  ~  30  號'],morning
2373,2374,住宅竊盜,1071211,08~10,臺北市萬華區西寧南路1~30號,['臺  北市  萬華區  西寧  南路  1  ~  30  號'],morning
2376,2377,住宅竊盜,1071213,08~10,臺北市信義區景勤里吳興街156巷65弄1~30號,['臺  北市  信義區  景勤里  吳興街  156  巷  65  弄  1  ~  30  號'],morning
2377,2378,住宅竊盜,1071213,10~12,臺北市松山區八德路3段12巷66弄1~30號,['臺  北市  松山  區  八德  路  3  段  12  巷  66  弄  1  ~  30  號'],morning
2394,2395,住宅竊盜,1071221,10~12,臺北市萬華區長泰街19巷31~60號,['臺  北市  萬華區  長  泰街  19  巷  31  ~  60  號'],morning
2409,2410,住宅竊盜,1071231,06~08,臺北市中正區忠勤里中華路2段315巷4弄1~30號,['臺  北市  中正  區忠勤  里  中華路  2  段  315  巷  4  弄  1  ~  30  號'],morning
2415,2416,住宅竊盜,1080102,10~12,臺北市內湖區民權東路六段90巷5弄三號,['臺  北市  內  湖區民權  東路  六段  90  巷  5  弄  三號'],morning
2422,2423,住宅竊盜,1080106,10~12,臺北市萬華區西寧南路1~30號,['臺  北市  萬華區  西寧  南路  1  ~  30  號'],morning
2425,2426,住宅竊盜,1080108,06~08,臺北市萬華區西寧南路1~30號,['臺  北市  萬華區  西寧  南路  1  ~  30  號'],morning
2431,2432,住宅竊盜,1080110,10~12,臺北市中山區民生東路3段31~60號,['臺  北市  中山  區  民生  東路  3  段  31  ~  60  號'],morning
2432,2433,住宅竊盜,1080112,08~10,臺北市中正區忠勤里中華路2段315巷4弄1~30號,['臺  北市  中正  區忠勤  里  中華路  2  段  315  巷  4  弄  1  ~  30  號'],morning
2438,2439,住宅竊盜,1080115,08~10,臺北市內湖區秀湖里4鄰大湖街160巷1~30號,['臺  北市  內  湖區秀  湖里  4  鄰  大湖  街  160  巷  1  ~  30  號'],morning
2441,2442,住宅竊盜,1080117,08~10,臺北市北投區榮光里石牌路1段166巷19弄1~30號,['臺  北  市北  投區  榮光里  石牌路  1  段  166  巷  19  弄  1  ~  30  號'],morning
2449,2450,住宅竊盜,1080122,08~10,臺北市中正區永昌里詔安街272巷1~30號,['臺  北市  中正  區  永昌  里  詔安街  272  巷  1  ~  30  號'],morning
2451,2452,住宅竊盜,1080123,08~10,臺北市萬華區富民路155巷1~30號,['臺  北市  萬華區  富民路  155  巷  1  ~  30  號'],morning
2454,2455,住宅竊盜,1080124,10~12,臺北市大安區錦安里永康街75巷1~30號,['臺  北市  大安  區錦安里  永康  街  75  巷  1  ~  30  號'],morning
2461,2462,住宅竊盜,1080127,08~10,臺北市中山區林森北路119巷1~30號,['臺  北市  中山  區  林森北路  119  巷  1  ~  30  號'],morning
2464,2465,住宅竊盜,1080131,08~10,臺北市大安區龍生里瑞安街276巷1~30號,['臺  北市  大安  區龍  生里  瑞安  街  276  巷  1  ~  30  號'],morning
2465,2466,住宅竊盜,1080202,06~08,臺北市內湖區內湖路2段179巷35弄1~30號,['臺  北市  內  湖區  內  湖路  2  段  179  巷  35  弄  1  ~  30  號'],morning
2468,2469,住宅竊盜,1080203,06~08,臺北市大安區建安里20鄰忠孝東路4段205巷7弄1~30號,['臺  北市  大安  區  建安  里  20  鄰  忠孝  東路  4  段  205  巷  7  弄  1  ~  30  號'],morning
2477,2478,住宅竊盜,1080209,08~10,臺北市中山區新生北路2段91~120號,['臺  北市  中山  區  新生北路  2  段  91  ~  120  號'],morning
2482,2483,住宅竊盜,1080212,06~08,臺北市士林區福華里和豐街33巷1~30號,['臺  北市  士林  區福華里  和  豐街  33  巷  1  ~  30  號'],morning
2483,2484,住宅竊盜,1080212,10~12,臺北市中山區林森北路85巷31~60號,['臺  北市  中山  區  林森北路  85  巷  31  ~  60  號'],morning
2492,2493,住宅竊盜,1080217,08~10,臺北市北投區關渡里知行路293巷15之1~30號,['臺  北  市北  投區  關渡  里  知  行路  293  巷  15  之  1  ~  30  號'],morning
2494,2495,住宅竊盜,1080221,08~10,臺北市中山區錦州街1~30號,['臺  北市  中山  區錦州  街  1  ~  30  號'],morning
2495,2496,住宅竊盜,1080222,08~10,臺北市內湖區新明路451巷1~30號,['臺  北市  內  湖區  新明路  451  巷  1  ~  30  號'],morning
2496,2497,住宅竊盜,1080222,10~12,臺北市萬華區梧州街31~60號,['臺  北市  萬華區  梧州  街  31  ~  60  號'],morning
2501,2502,住宅竊盜,1080227,10~12,臺北市北投區中央里大業路280巷9弄1~30號,['臺  北  市北  投區  中央  里  大業路  280  巷  9  弄  1  ~  30  號'],morning
2507,2508,住宅竊盜,1080306,08~10,臺北市中正區忠勤里中華路2段307巷31~60號,['臺  北市  中正  區忠勤  里  中華路  2  段  307  巷  31  ~  60  號'],morning
2522,2523,住宅竊盜,1080316,10~12,臺北市士林區葫蘆里8鄰延平北路5段211~240號,['臺  北市  士林  區葫蘆  里  8  鄰  延平北路  5  段  211  ~  240  號'],morning
2528,2529,住宅竊盜,1080322,08~10,臺北市大安區大學里溫州街74巷3弄1~30號,['臺  北市  大安  區大學里  溫州  街  74  巷  3  弄  1  ~  30  號'],morning
2536,2537,住宅竊盜,1080401,08~10,臺北市松山區復興北路1~30號,['臺  北市  松山  區  復  興  北路  1  ~  30  號'],morning
2538,2539,住宅竊盜,1080407,10~12,臺北市大安區通安里通安街31~60號,['臺  北市  大安  區通安里  通安街  31  ~  60  號'],morning
2539,2540,住宅竊盜,1080408,10~12,臺北市大同區重慶北路2段57巷1~30號,['臺  北市  大同  區重慶  北路  2  段  57  巷  1  ~  30  號'],morning
2541,2542,住宅竊盜,1080409,10~12,臺北市士林區德華里文林路661巷1~30號,['臺  北市  士林  區德華里  文林  路  661  巷  1  ~  30  號'],morning
2547,2548,住宅竊盜,1080413,10~12,臺北市內湖區民權東路90巷6弄1~30號,['臺  北市  內  湖區民權  東路  90  巷  6  弄  1  ~  30  號'],morning
2548,2549,住宅竊盜,1080413,10~12,臺北市中山區德惠街3巷1~30號,['臺  北市  中山  區  德惠  街  3  巷  1  ~  30  號'],morning
2558,2559,住宅竊盜,1080423,10~12,臺北市信義區景勤里吳興街220巷11弄1~30號,['臺  北市  信義區  景勤里  吳興街  220  巷  11  弄  1  ~  30  號'],morning
2560,2561,住宅竊盜,1080425,10~12,臺北市北投區稻香里石仙路1巷3弄1~30號,['臺  北  市北  投區  稻香  里  石仙路  1  巷  3  弄  1  ~  30  號'],morning
2565,2566,住宅竊盜,1080501,10~12,臺北市內湖區內湖路3段331~360號,['臺  北市  內  湖區  內  湖路  3  段  331  ~  360  號'],morning
2566,2567,住宅竊盜,1080502,06~08,臺北市大安區錦華里13鄰羅斯福路2段31~60號,['臺  北市  大安  區錦華里  13  鄰羅斯福路  2  段  31  ~  60  號'],morning
2569,2570,住宅竊盜,1080507,06~08,臺北市北投區石牌路2段325巷1~30號,['臺  北  市北  投區  石牌路  2  段  325  巷  1  ~  30  號'],morning
2572,2573,住宅竊盜,1080510,10~12,臺北市文山區景仁里景仁街61~90號,['臺  北市  文山  區景仁里  景仁街  61  ~  90  號'],morning
2576,2577,住宅竊盜,1080511,06~08,臺北市大同區酒泉街9巷11~13號,['臺  北市  大同  區  酒泉街  9  巷  11  ~  13  號'],morning
2581,2582,住宅竊盜,1080515,08~10,臺北市信義區松友里信義路6段76巷8弄61~90號,['臺  北市  信義區  松友里  信義路  6  段  76  巷  8  弄  61  ~  90  號'],morning
2593,2594,住宅竊盜,1080525,08~10,臺北市大安區古莊里007鄰浦城街16巷1~30號,['臺  北市  大安  區古  莊里  007  鄰  浦城  街  16  巷  1  ~  30  號'],morning
2598,2599,住宅竊盜,1080530,10~12,臺北市信義區富台里忠孝東路5段423巷6弄1~30號,['臺  北市  信義區  富台  里  忠孝  東路  5  段  423  巷  6  弄  1  ~  30  號'],morning
2599,2600,住宅竊盜,1080530,10~12,臺北市士林區蘭興里中山北路6段151~180號,['臺  北市  士林  區蘭興里  中山北路  6  段  151  ~  180  號'],morning
2603,2604,住宅竊盜,1080602,06~08,臺北市士林區陽明里華岡路31~60號,['臺  北市  士林  區陽  明里  華岡路  31  ~  60  號'],morning
2608,2609,住宅竊盜,1080606,08~10,臺北市萬華區萬大路329巷1~30號,['臺  北市  萬華區  萬  大路  329  巷  1  ~  30  號'],morning
2616,2617,住宅竊盜,1080613,08~10,臺北市信義區四維里虎林街74巷1~30號,['臺  北市  信義區  四維里  虎林  街  74  巷  1  ~  30  號'],morning
2617,2618,住宅竊盜,1080614,06~08,臺北市北投區中心里中山路31~60號,['臺  北  市北  投區  中  心里  中山路  31  ~  60  號'],morning
2619,2620,住宅竊盜,1080615,10~12,臺北市萬華區中華路2段661~690號,['臺  北市  萬華區  中華路  2  段  661  ~  690  號'],morning
2621,2622,住宅竊盜,1080616,06~08,臺北市中正區龍光里12鄰重慶南路3段16巷1~30號,['臺  北市  中正  區龍  光里  12  鄰  重慶  南路  3  段  16  巷  1  ~  30  號'],morning
2625,2626,住宅竊盜,1080619,06~08,臺北市大安區建安里敦化南路1段177巷31~60號,['臺  北市  大安  區  建安  里  敦化南路  1  段  177  巷  31  ~  60  號'],morning
2628,2629,住宅竊盜,1080624,06~08,臺北市萬華區德昌街185巷1~30號,['臺  北市  萬華區  德昌  街  185  巷  1  ~  30  號'],morning
2632,2633,住宅竊盜,1080628,06~08,臺北市中正區黎明里重慶南路1段31~60號,['臺  北市  中正  區  黎明  里  重慶  南路  1  段  31  ~  60  號'],morning
2635,2636,住宅竊盜,1080630,08~10,臺北市中正區永功里詔安街57巷1~30號,['臺  北市  中正  區永功  里  詔安街  57  巷  1  ~  30  號'],morning
2636,2637,住宅竊盜,1080630,08~10,臺北市中山區龍江路394巷31~60號,['臺  北市  中山  區龍江路  394  巷  31  ~  60  號'],morning
2637,2638,住宅竊盜,1080702,06~08,臺北市信義區嘉興里基隆路2段121~150號,['臺  北市  信義區  嘉興里  基隆  路  2  段  121  ~  150  號'],morning
2651,2652,住宅竊盜,1080709,06~08,臺北市士林區社新里社子街97巷1~30號,['臺  北市  士林  區社  新里  社子  街  97  巷  1  ~  30  號'],morning
2652,2653,住宅竊盜,1080709,10~12,臺北市內湖區文德路22巷53弄31~60號,['臺  北市  內  湖區  文德路  22  巷  53  弄  31  ~  60  號'],morning
