,編號,案類,發生日期,發生時段,發生地點,tokenizer,time_zone
2655,2656,住宅竊盜,1080710,10~12,臺北市文山區樟新里009鄰樟新街15巷1~30號,['臺  北市  文山  區樟新里  009  鄰  樟  新街  15  巷  1  ~  30  號'],morning
2656,2657,住宅竊盜,1080710,10~12,臺北市南港區南港里南港路1段137巷1~30號,['臺  北市  南港  區  南港  里  南港路  1  段  137  巷  1  ~  30  號'],morning
2660,2661,住宅竊盜,1080714,06~08,臺北市大安區昌隆里忠孝東路3段217巷3弄6~3號,['臺  北市  大安  區昌隆里  忠孝  東路  3  段  217  巷  3  弄  6  ~  3  號'],morning
2665,2666,住宅竊盜,1080718,10~12,臺北市萬華區艋舺大道391~420號,['臺  北市  萬華區  艋  舺  大道  391  ~  420  號'],morning
2670,2671,住宅竊盜,1080721,06~08,臺北市大安區義村里仁愛路3段123巷11弄1~30號,['臺  北市  大安  區義  村里  仁愛路  3  段  123  巷  11  弄  1  ~  30  號'],morning
2681,2682,住宅竊盜,1080726,08~10,臺北市大同區錦西街65巷31~60號,['臺  北市  大同  區錦  西街  65  巷  31  ~  60  號'],morning
2682,2683,住宅竊盜,1080727,06~08,臺北市士林區後港里4鄰承德路4段277巷91~120號,['臺  北市  士林  區後港  里  4  鄰  承德路  4  段  277  巷  91  ~  120  號'],morning
2683,2684,住宅竊盜,1080727,10~12,臺北市萬華區和平西路3段331~360號,['臺  北市  萬華區  和平西路  3  段  331  ~  360  號'],morning
2689,2690,住宅竊盜,1080728,08~10,臺北市中正區河堤里水源路61~90號,['臺  北市  中正  區  河堤  里  水源路  61  ~  90  號'],morning
2712,2713,住宅竊盜,1080818,06~08,臺北市北投區大同里中央北路1段121~150號,['臺  北  市北  投區  大同  里  中央  北路  1  段  121  ~  150  號'],morning
2715,2716,住宅竊盜,1080820,08~10,臺北市松山區南京東路5段251巷46弄1~30號,['臺  北市  松山  區  南京  東路  5  段  251  巷  46  弄  1  ~  30  號'],morning
2719,2720,住宅竊盜,1080824,06~08,臺北市中山區合江街49巷1~30號,['臺  北市  中山  區  合江  街  49  巷  1  ~  30  號'],morning
2720,2721,住宅竊盜,1080824,10~12,臺北市中正區板溪里平西路1段61~90號,['臺  北市  中正  區板  溪里平  西路  1  段  61  ~  90  號'],morning
2721,2722,住宅竊盜,1080824,10~12,臺北市內湖區內湖路1段91巷24弄1~30號,['臺  北市  內  湖區  內  湖路  1  段  91  巷  24  弄  1  ~  30  號'],morning
2731,2732,住宅竊盜,1080905,08~10,臺北市大安區群賢里復興南路2段271~300號,['臺  北市  大安  區群賢里  復  興  南路  2  段  271  ~  300  號'],morning
2732,2733,住宅竊盜,1080906,10~12,臺北市內湖區成功路4段167巷1~30號,['臺  北市  內  湖區  成功  路  4  段  167  巷  1  ~  30  號'],morning
2733,2734,住宅竊盜,1080907,08~10,臺北市萬華區西園路2段320巷36弄1~30號,['臺  北市  萬華區  西園  路  2  段  320  巷  36  弄  1  ~  30  號'],morning
2738,2739,住宅竊盜,1080915,08~10,臺北市松山區八德路4段601~630號,['臺  北市  松山  區  八德  路  4  段  601  ~  630  號'],morning
2740,2741,住宅竊盜,1080918,10~12,臺北市北投區稻香里新興路91~120號,['臺  北  市北  投區  稻香  里  新興路  91  ~  120  號'],morning
2743,2744,住宅竊盜,1080928,06~08,臺北市大同區歸綏街181~210號,['臺  北市  大同  區歸  綏街  181  ~  210  號'],morning
2748,2749,住宅竊盜,1081007,08~10,臺北市大安區正聲里光復南路240巷31~60號,['臺  北市  大安  區正聲  里  光  復  南路  240  巷  31  ~  60  號'],morning
2751,2752,住宅竊盜,1081012,08~10,臺北市士林區聖山里13鄰德行東路190巷30弄1~30號,['臺  北市  士林  區聖  山里  13  鄰  德行  東路  190  巷  30  弄  1  ~  30  號'],morning
2755,2756,住宅竊盜,1081015,08~10,臺北市萬華區莒光路241~270號,['臺  北市  萬華區  莒光  路  241  ~  270  號'],morning
2756,2757,住宅竊盜,1081015,10~12,臺北市南港區中南里忠孝東路7段625巷1~30號,['臺  北市  南港  區  中南  里  忠孝  東路  7  段  625  巷  1  ~  30  號'],morning
2774,2775,住宅竊盜,1081112,08~10,臺北市萬華區武成街92巷1~30號,['臺  北市  萬華區  武成  街  92  巷  1  ~  30  號'],morning
2777,2778,住宅竊盜,1081115,08~10,臺北市中山區民權東路2段135巷29弄1~30號,['臺  北市  中山  區民權  東路  2  段  135  巷  29  弄  1  ~  30  號'],morning
2784,2785,住宅竊盜,1081121,08~10,臺北市信義區中興里光復南路541~570號,['臺  北市  信義區  中興里  光  復  南路  541  ~  570  號'],morning
2786,2787,住宅竊盜,1081122,10~12,臺北市中山區樂群二路91~120號,['臺  北市  中山  區樂群  二路  91  ~  120  號'],morning
2795,2796,住宅竊盜,1081203,10~12,臺北市大安區古莊里羅斯福路2段117巷1~30號,['臺  北市  大安  區古  莊里羅斯福路  2  段  117  巷  1  ~  30  號'],morning
2796,2797,住宅竊盜,1081204,10~12,臺北市中山區建國北路二段33巷1~30號,['臺  北市  中山  區建國  北路  二段  33  巷  1  ~  30  號'],morning
2806,2807,住宅竊盜,1081212,06~08,臺北市南港區九如里研究院路2段150巷3弄1~30號,['臺  北市  南港  區九如里  研究院  路  2  段  150  巷  3  弄  1  ~  30  號'],morning
2811,2812,住宅竊盜,1081218,10~12,臺北市北投區泉源里泉源路211~240號,['臺  北  市北  投區  泉源  里  泉源  路  211  ~  240  號'],morning
2818,2819,住宅竊盜,1081225,10~12,臺北市大安區黎和里(富陽街91~120號,['臺  北市  大安  區黎  和  里  (  富陽街  91  ~  120  號'],morning
2824,2825,住宅竊盜,1090104,10~12,臺北市中山區(中山區林森北路119巷1~30號,['臺  北市  中山  區  (  中山  區  林森北路  119  巷  1  ~  30  號'],morning
2837,2838,住宅竊盜,1090119,10~12,臺北市信義區松隆路31~60號,['臺  北市  信義區  松隆路  31  ~  60  號'],morning
2839,2840,住宅竊盜,1090121,06~08,臺北市北投區開明里開明街1~30號,['臺  北  市北  投區  開  明里  開明  街  1  ~  30  號'],morning
2840,2841,住宅竊盜,1090123,08~10,臺北市南港區三重里重陽路451~480號,['臺  北市  南港  區  三重  里  重陽路  451  ~  480  號'],morning
2841,2842,住宅竊盜,1090123,08~10,臺北市南港區三重里重陽路451~480號,['臺  北市  南港  區  三重  里  重陽路  451  ~  480  號'],morning
2846,2847,住宅竊盜,1090126,10~12,臺北市北投區奇岩里公館路306巷1~30號,['臺  北  市北  投區  奇岩  里  公館  路  306  巷  1  ~  30  號'],morning
2856,2857,住宅竊盜,1090131,08~10,臺北市松山區敦化南路1段61~90號,['臺  北市  松山  區  敦化南路  1  段  61  ~  90  號'],morning
2857,2858,住宅竊盜,1090131,08~10,臺北市大安區敦化南路1段61~90號,['臺  北市  大安  區  敦化南路  1  段  61  ~  90  號'],morning
2863,2864,住宅竊盜,1090208,10~12,臺北市信義區虎林街202巷31~60號,['臺  北市  信義區  虎林  街  202  巷  31  ~  60  號'],morning
2864,2865,住宅竊盜,1090209,06~08,臺北市北投區大同里光明路1~30號,['臺  北  市北  投區  大同  里  光明  路  1  ~  30  號'],morning
2874,2875,住宅竊盜,1090214,10~12,臺北市士林區福中里通河東街1段167巷2弄1~30號,['臺  北市  士林  區福  中里  通河  東街  1  段  167  巷  2  弄  1  ~  30  號'],morning
2875,2876,住宅竊盜,1090214,10~12,臺北市士林區福中里通河東街1段167巷2弄1~30號,['臺  北市  士林  區福  中里  通河  東街  1  段  167  巷  2  弄  1  ~  30  號'],morning
2879,2880,住宅竊盜,1090216,06~08,臺北市文山區華興里011鄰木柵路1段211~240號,['臺  北市  文山  區華興里  011  鄰木柵路  1  段  211  ~  240  號'],morning
2880,2881,住宅竊盜,1090216,10~12,臺北市北投區開明里復興四路12巷1~30號,['臺  北  市北  投區  開  明里  復  興  四路  12  巷  1  ~  30  號'],morning
2881,2882,住宅竊盜,1090217,08~10,臺北市萬華區西藏路91~120號,['臺  北市  萬華區  西藏路  91  ~  120  號'],morning
2885,2886,住宅竊盜,1090227,10~12,臺北市內湖區(內湖路3段1~30號,['臺  北市  內  湖區  (  內  湖路  3  段  1  ~  30  號'],morning
2892,2893,住宅竊盜,1090308,08~10,臺北市中山區八德路2段300巷1~30號,['臺  北市  中山  區  八德  路  2  段  300  巷  1  ~  30  號'],morning
2894,2895,住宅竊盜,1090310,10~12,臺北市萬華區青年路152巷1~30號,['臺  北市  萬華區  青年  路  152  巷  1  ~  30  號'],morning
2899,2900,住宅竊盜,1090312,08~10,臺北市中正區新營里寧波東街16巷1~30號,['臺  北市  中正  區新  營里  寧波  東街  16  巷  1  ~  30  號'],morning
2911,2912,住宅竊盜,1090319,10~12,臺北市信義區大仁里福德街1~30號,['臺  北市  信義區  大仁里  福德街  1  ~  30  號'],morning
2914,2915,住宅竊盜,1090322,06~08,臺北市士林區福華里承德路4段40巷91~120號,['臺  北市  士林  區福華里  承德路  4  段  40  巷  91  ~  120  號'],morning
2915,2916,住宅竊盜,1090322,10~12,臺北市大安區民炤里9鄰新生南路1段165巷5之1~30號,['臺  北市  大安  區民炤里  9  鄰  新生南路  1  段  165  巷  5  之  1  ~  30  號'],morning
2916,2917,住宅竊盜,1090322,10~12,臺北市松山區八德路3段12巷53弄1~30號,['臺  北市  松山  區  八德  路  3  段  12  巷  53  弄  1  ~  30  號'],morning
2921,2922,住宅竊盜,1090327,10~12,臺北市萬華區廣州街253巷1~30號,['臺  北市  萬華區  廣州  街  253  巷  1  ~  30  號'],morning
2923,2924,住宅竊盜,1090329,08~10,臺北市北投區關渡里知行路91~120號,['臺  北  市北  投區  關渡  里  知  行路  91  ~  120  號'],morning
2924,2925,住宅竊盜,1090330,08~10,臺北市萬華區柳州街31~60號,['臺  北市  萬華區  柳州  街  31  ~  60  號'],morning
2930,2931,住宅竊盜,1090405,10~12,臺北市信義區四維里虎林街66巷1~30號,['臺  北市  信義區  四維里  虎林  街  66  巷  1  ~  30  號'],morning
2932,2933,住宅竊盜,1090406,08~10,臺北市信義區四維里虎林街70巷1~30號,['臺  北市  信義區  四維里  虎林  街  70  巷  1  ~  30  號'],morning
2933,2934,住宅竊盜,1090407,06~08,臺北市士林區天祿里忠誠路2段118巷1~30號,['臺  北市  士林  區天祿里  忠誠路  2  段  118  巷  1  ~  30  號'],morning
2936,2937,住宅竊盜,1090409,10~12,臺北市北投區榮華里明德路118巷1~30號,['臺  北  市北  投區  榮華里  明德  路  118  巷  1  ~  30  號'],morning
2941,2942,住宅竊盜,1090414,10~12,臺北市松山區敦化北路155巷91~120號,['臺  北市  松山  區  敦化北路  155  巷  91  ~  120  號'],morning
2944,2945,住宅竊盜,1090417,06~08,臺北市中正區網溪里重慶南路3段151~180號,['臺  北市  中正  區網  溪里  重慶  南路  3  段  151  ~  180  號'],morning
2948,2949,住宅竊盜,1090419,10~12,臺北市松山區敦化北路145巷18弄1~30號,['臺  北市  松山  區  敦化北路  145  巷  18  弄  1  ~  30  號'],morning
2950,2951,住宅竊盜,1090424,08~10,臺北市萬華區萬大路506巷1弄1~30號,['臺  北市  萬華區  萬  大路  506  巷  1  弄  1  ~  30  號'],morning
2955,2956,住宅竊盜,1090501,10~12,臺北市萬華區昆明街61~90號,['臺  北市  萬華區  昆明街  61  ~  90  號'],morning
2957,2958,住宅竊盜,1090505,08~10,臺北市士林區明勝里通河街91~120號,['臺  北市  士林  區明  勝里  通河  街  91  ~  120  號'],morning
2960,2961,住宅竊盜,1090511,10~12,臺北市萬華區西寧南路71巷1~30號,['臺  北市  萬華區  西寧  南路  71  巷  1  ~  30  號'],morning
2968,2969,住宅竊盜,1090517,08~10,臺北市中山區明水路397巷1~30號,['臺  北市  中山  區明  水路  397  巷  1  ~  30  號'],morning
2971,2972,住宅竊盜,1090520,06~08,臺北市萬華區昆明街181~210號,['臺  北市  萬華區  昆明街  181  ~  210  號'],morning
2980,2981,住宅竊盜,1090527,08~10,臺北市大安區臥龍里(復興南路2段331~360號,['臺  北市  大安  區臥龍里  (  復  興  南路  2  段  331  ~  360  號'],morning
2981,2982,住宅竊盜,1090529,08~10,臺北市萬華區昆明街31~60號,['臺  北市  萬華區  昆明街  31  ~  60  號'],morning
2983,2984,住宅竊盜,1090530,10~12,臺北市中山區八德路2段271~300號,['臺  北市  中山  區  八德  路  2  段  271  ~  300  號'],morning
2986,2987,住宅竊盜,1090603,10~12,臺北市士林區蘭興里德行西路31~60號,['臺  北市  士林  區蘭興里  德行  西路  31  ~  60  號'],morning
2996,2997,住宅竊盜,1090609,08~10,臺北市內湖區金湖路401巷1~30號,['臺  北市  內  湖區  金湖路  401  巷  1  ~  30  號'],morning
2997,2998,住宅竊盜,1090609,10~12,臺北市大安區虎嘯里和平東路3段98巷2弄1~30號,['臺  北市  大安  區虎嘯里  和平  東路  3  段  98  巷  2  弄  1  ~  30  號'],morning
2998,2999,住宅竊盜,1090616,10~12,臺北市南港區新光里忠孝東路6段391~420號,['臺  北市  南港  區  新光  里  忠孝  東路  6  段  391  ~  420  號'],morning
3005,3006,住宅竊盜,1090701,10~12,臺北市大安區敦安里敦化南路1段329巷6弄1~30號,['臺  北市  大安  區敦安里  敦化南路  1  段  329  巷  6  弄  1  ~  30  號'],morning
3006,3007,住宅竊盜,1090701,10~12,臺北市萬華區桂林路61~90號,['臺  北市  萬華區  桂林  路  61  ~  90  號'],morning
3009,3010,住宅竊盜,1090703,10~12,臺北市士林區葫東里通河西街1段91~120號,['臺  北市  士林  區葫東里  通河  西街  1  段  91  ~  120  號'],morning
3010,3011,住宅竊盜,1090704,08~10,臺北市中正區南門里延平南路157巷1~30號,['臺  北市  中正  區南門  里  延平南路  157  巷  1  ~  30  號'],morning
3013,3014,住宅竊盜,1090706,06~08,臺北市中山區龍江路342巷1~30號,['臺  北市  中山  區龍江路  342  巷  1  ~  30  號'],morning
3014,3015,住宅竊盜,1090706,10~12,臺北市萬華區民和街55巷1~30號,['臺  北市  萬華區  民和  街  55  巷  1  ~  30  號'],morning
3017,3018,住宅竊盜,1090709,10~12,臺北市南港區研究院路3段10巷1~30號,['臺  北市  南港  區  研究院  路  3  段  10  巷  1  ~  30  號'],morning
3019,3020,住宅竊盜,1090710,08~10,臺北市中山區龍江路342巷1~30號,['臺  北市  中山  區龍江路  342  巷  1  ~  30  號'],morning
3022,3023,住宅竊盜,1090713,08~10,臺北市內湖區(內湖區民權東路六段206巷91~120號,['臺  北市  內  湖區  (  內  湖區民權  東路  六段  206  巷  91  ~  120  號'],morning
3023,3024,住宅竊盜,1090715,11~13,臺北市中山區龍江路356巷81號3樓中山區龍江路356巷61~90號,['臺  北市  中山  區龍江路  356  巷  81  號  3  樓  中山  區龍江路  356  巷  61  ~  90  號'],morning
3033,3034,住宅竊盜,1090728,08~10,臺北市北投區中和街391~420號,['臺  北  市北  投區  中  和  街  391  ~  420  號'],morning
3035,3036,住宅竊盜,1090730,08~10,臺北市中山區錦州街30巷1~30號,['臺  北市  中山  區錦州  街  30  巷  1  ~  30  號'],morning
3041,3042,住宅竊盜,1090808,08~10,臺北市大安區龍安里6鄰青田街7巷1~30號,['臺  北市  大安  區龍安里  6  鄰  青田  街  7  巷  1  ~  30  號'],morning
3046,3047,住宅竊盜,1090818,08~10,臺北市中山區中山北路2段183巷2之1~30號,['臺  北市  中山  區  中山北路  2  段  183  巷  2  之  1  ~  30  號'],morning
3047,3048,住宅竊盜,1090818,10~12,臺北市士林區社園里永平街61~90號,['臺  北市  士林  區社園  里  永平  街  61  ~  90  號'],morning
3051,3052,住宅竊盜,1090821,08~10,臺北市松山區八德路4段151~180號,['臺  北市  松山  區  八德  路  4  段  151  ~  180  號'],morning
3053,3054,住宅竊盜,1090824,08~10,臺北市士林區蘭雅里德行東路93巷1~30號,['臺  北市  士林  區蘭雅里  德行  東路  93  巷  1  ~  30  號'],morning
3056,3057,住宅竊盜,1090828,10~12,臺北市萬華區騰雲里國興路1巷1~30號,['臺  北市  萬華區  騰雲里  國興路  1  巷  1  ~  30  號'],morning
3065,3066,住宅竊盜,1090903,10~12,臺北市大安區龍雲里復興南路2段111巷17弄1~30號,['臺  北市  大安  區龍雲里  復  興  南路  2  段  111  巷  17  弄  1  ~  30  號'],morning
3068,3069,住宅竊盜,1090907,10~12,臺北市北投區關渡里知行路214巷31~60號,['臺  北  市北  投區  關渡  里  知  行路  214  巷  31  ~  60  號'],morning
3069,3070,住宅竊盜,1090908,08~10,臺北市士林區承德里承德路4段80巷31~60號,['臺  北市  士林  區  承德  里  承德路  4  段  80  巷  31  ~  60  號'],morning
3070,3071,住宅竊盜,1090909,08~10,臺北市士林區社新里社子街115巷1~30號,['臺  北市  士林  區社  新里  社子  街  115  巷  1  ~  30  號'],morning
3071,3072,住宅竊盜,1090911,08~10,臺北市北投區永和里行義路154巷1~30號,['臺  北  市北  投區  永和  里  行義路  154  巷  1  ~  30  號'],morning
3080,3081,住宅竊盜,1090927,08~10,臺北市中山區民族東路331~360號,['臺  北市  中山  區  民族  東路  331  ~  360  號'],morning
3089,3090,住宅竊盜,1091011,08~10,臺北市松山區八德路4段106巷4弄1~30號,['臺  北市  松山  區  八德  路  4  段  106  巷  4  弄  1  ~  30  號'],morning
3100,3101,住宅竊盜,1091116,08~10,臺北市松山區八德路4段451~480號,['臺  北市  松山  區  八德  路  4  段  451  ~  480  號'],morning
3106,3107,住宅竊盜,1091123,10~12,臺北市南港區萬福里同德路50巷1~30號,['臺  北市  南港  區萬福里  同德  路  50  巷  1  ~  30  號'],morning
3110,3111,住宅竊盜,1091125,09~11,臺北市中山區長安東路2段181~210號,['臺  北市  中山  區長  安東路  2  段  181  ~  210  號'],morning
3115,3116,住宅竊盜,1091201,08~10,臺北市松山區三民路74巷1~30號,['臺  北市  松山  區  三民路  74  巷  1  ~  30  號'],morning
3123,3124,住宅竊盜,1091225,10~12,臺北市中正區忠勤里惠安街1~30號,['臺  北市  中正  區忠勤  里  惠安  街  1  ~  30  號'],morning
3129,3130,住宅竊盜,1100108,11~13,臺北市士林區陽明里格致路200~230號,['臺  北市  士林  區陽  明里  格致  路  200  ~  230  號'],morning
3134,3135,住宅竊盜,1100120,10~12,臺北市大同區南京西路301 ~ 330號,['臺  北市  大同  區  南京  西路  301     ~     330  號'],morning
3135,3136,住宅竊盜,1100120,08~10,臺北市中正區永功里18鄰和平西路2段1~30號,['臺  北市  中正  區永功  里  18  鄰  和平西路  2  段  1  ~  30  號'],morning
3138,3139,住宅竊盜,1100209,11~13,臺北市中山區林森北路481~510號,['臺  北市  中山  區  林森北路  481  ~  510  號'],morning
3139,3140,住宅竊盜,1100211,11~13,臺北市萬華區三水街101~130號,['臺  北市  萬華區  三  水街  101  ~  130  號'],morning
3142,3143,住宅竊盜,1100214,08~10,臺北市士林區忠誠里德行東路46巷5弄1~30號,['臺  北市  士林  區忠誠里  德行  東路  46  巷  5  弄  1  ~  30  號'],morning
3144,3145,住宅竊盜,1100215,08~10,臺北市中山區新生北路二段91~120號,['臺  北市  中山  區  新生北路  二段  91  ~  120  號'],morning
3152,3153,住宅竊盜,1100318,11~13,臺北市士林區陽明里建業路34~29號,['臺  北市  士林  區陽  明里  建業路  34  ~  29  號'],morning
3153,3154,住宅竊盜,1100319,11~13,臺北市大安區誠安里安東街31~60號,['臺  北市  大安  區誠安  里安  東街  31  ~  60  號'],morning
3159,3160,住宅竊盜,1100402,11~13,臺北市信義區黎平里信安街95巷1~30號,['臺  北市  信義區  黎平  里  信安街  95  巷  1  ~  30  號'],morning
3160,3161,住宅竊盜,1100404,11~13,臺北市士林區天和里天母東路69巷12弄1~30號,['臺  北市  士林  區天  和  里  天母  東路  69  巷  12  弄  1  ~  30  號'],morning
3161,3162,住宅竊盜,1100411,11~13,臺北市北投區關渡里大度路3段181~210號,['臺  北  市北  投區  關渡  里  大度路  3  段  181  ~  210  號'],morning
3168,3169,住宅竊盜,1100501,08~10,臺北市北投區關渡里大度路3段181~210號,['臺  北  市北  投區  關渡  里  大度路  3  段  181  ~  210  號'],morning
3172,3173,住宅竊盜,1100507,08~10,臺北市北投區開明里中和街292巷1~30號,['臺  北  市北  投區  開  明里  中  和  街  292  巷  1  ~  30  號'],morning
3188,3189,住宅竊盜,1100614,11~13,臺北市萬華區三水街22巷1~30號,['臺  北市  萬華區  三  水街  22  巷  1  ~  30  號'],morning
3199,3200,住宅竊盜,1100706,08~10,臺北市內湖區港華街107巷1~30號,['臺  北市  內  湖區  港華街  107  巷  1  ~  30  號'],morning
3201,3202,住宅竊盜,1100706,11~13,臺北市士林區後港里承德路4段277巷31~60號,['臺  北市  士林  區後港  里  承德路  4  段  277  巷  31  ~  60  號'],morning
3202,3203,住宅竊盜,1100707,11~13,臺北市中正區南海路91~120號,['臺  北市  中正  區  南海路  91  ~  120  號'],morning
3213,3214,住宅竊盜,1100728,11~13,臺北市中正區重慶南路3段31~60號,['臺  北市  中正  區重慶  南路  3  段  31  ~  60  號'],morning
3217,3218,住宅竊盜,1100806,11~13,臺北市中山區林森北路91~120號,['臺  北市  中山  區  林森北路  91  ~  120  號'],morning
3220,3221,住宅竊盜,1100809,11~13,臺北市內湖區麗山街348巷1~30號,['臺  北市  內  湖區麗山  街  348  巷  1  ~  30  號'],morning
3224,3225,住宅竊盜,1100812,11~13,臺北市中山區遼寧街62巷1~30號,['臺  北市  中山  區遼寧街  62  巷  1  ~  30  號'],morning
3232,3233,住宅竊盜,1100826,08~10,臺北市中山區民生東路1段61~90號,['臺  北市  中山  區  民生  東路  1  段  61  ~  90  號'],morning
3233,3234,住宅竊盜,1100829,08~10,臺北市信義區中行里福德街221巷1~30號,['臺  北市  信義區  中行  里  福德街  221  巷  1  ~  30  號'],morning
3236,3237,住宅竊盜,1100907,11~13,臺北市內湖區內湖路1段91巷12弄1~30號,['臺  北市  內  湖區  內  湖路  1  段  91  巷  12  弄  1  ~  30  號'],morning
3237,3238,住宅竊盜,1100908,08~10,臺北市中正區羅斯福路3段286巷4弄1~30號,['臺  北市  中正  區羅斯福路  3  段  286  巷  4  弄  1  ~  30  號'],morning
3243,3244,住宅竊盜,1100923,11~13,臺北市中山區中山北路2段27巷1~30號,['臺  北市  中山  區  中山北路  2  段  27  巷  1  ~  30  號'],morning
3248,3249,住宅竊盜,1100929,11~13,臺北市士林區永平街61~90號,['臺  北市  士林  區  永平  街  61  ~  90  號'],morning
3255,3256,住宅竊盜,1101006,06~08,臺北市南港區九如里研究院路3段68巷1~30號,['臺  北市  南港  區九如里  研究院  路  3  段  68  巷  1  ~  30  號'],morning
3258,3259,住宅竊盜,1101013,06~08,臺北市萬華區青年路31~60號,['臺  北市  萬華區  青年  路  31  ~  60  號'],morning
3261,3262,住宅竊盜,1101023,11~13,臺北市中正區中華路2段271~300號,['臺  北市  中正  區中華路  2  段  271  ~  300  號'],morning
3263,3264,住宅竊盜,1101027,11~13,臺北市大同區哈密街45巷1弄1~30號,['臺  北市  大同  區  哈密  街  45  巷  1  弄  1  ~  30  號'],morning
3267,3268,住宅竊盜,1101102,09~11,臺北市文山區萬興里009鄰指南路2段61~90號,['臺  北市  文山  區萬興里  009  鄰  指南  路  2  段  61  ~  90  號'],morning
3269,3270,住宅竊盜,1101113,06~08,臺北市中正區紹興南街1~30號,['臺  北市  中正  區紹興  南街  1  ~  30  號'],morning
